"title","review","stars","productname","platform"
"",Great,"5.00",LEXUS,ANDROID
Constantly logging me out is frustrating,"The app would generally fulfill my needs however I hate that it constantly logs me out and I have to go through the whole login process just to remotely lock my car. If security is what you need then just allow Face ID to sign me in instead of requiring username, password, verification code every single time. Super frustrating. Also makes my Siri shortcut automations for auto start and auto lock useless because of the log out. What’s the point of an automation shortcut if I have to keep checking if the app signed me out?","3.00",TOYOTA,IOS
To developers,"Apple just released new IOS coming out this fall lots of new functionality. This is your chance to actually fix your unbelievably terrible app. Hopefully you  really really really take the time to read all of negative comments. 
Please fix the login issue and for love of god fix the Apple Watch so it does not require the app to be open on the phone too. There is no point to have a app on the watch if you need to log into the phone app. Even worse because you kick us out of the phone app every 12 hours. 😡","1.00",TOYOTA,IOS
"","6/2/2024 - I'm about to uninstall this app because it starts up and runs all by itself. This is an app with malice intentions. 6/10/2024 - Someone needs to seriously fix this app because it keeps starting up on its own. I am going to disable all its access NOW and just allowed access when I am using this app. This app seems to have a malicious intent.","1.00",TOYOTA,ANDROID
"",Useless,"1.00",TOYOTA,ANDROID
Not working,This app is not working from the start. I can’t add my vehicle in order to check the app out. It shows an internal error occours!!! Fix it!!!,"1.00",TOYOTA,IOS
Very narrow app,The Lexus app is not suited to a two person household with 2 Lexus vehicles.   Constant login problems.,"1.00",LEXUS,IOS
"","00000 garbage app garbage customer service too","1.00",TOYOTA,ANDROID
App is terrible,"No matter how many different times I try to enter my vehicle information I get an error message.  Since Toyota eliminated Entune in 10/23, the directive was to download the Toyota app    I have nothing but problems with volume on my phone since Entune was discontinued.  I can’t even try the app as an alternative since that’s not working.   So frustrating","1.00",TOYOTA,IOS
"","My car will not connect to the app-many features are useless in my car, including navigation and bluetooth","1.00",LEXUS,ANDROID
App doesn’t update,"App no longer updates itself and when I do a manual update, it’s not even correct. It doesn’t show the correct mileage and it doesn’t show the correct gas level. This app is worthless.","1.00",TOYOTA,IOS
App won’t load beyond first screen,I can’t log in or register. App fades to black and shows the basic hole screen again. Useless if I can’t even log in! The app is basically one static picture.,"1.00",TOYOTA,IOS
Sign in via Apple ID won’t work,Awful experience as there is no response or error message provided while signing via Apple ID (pre-registered).,"1.00",TOYOTA,IOS
Unusable,I can’t get it to add my vehicle..,"1.00",TOYOTA,IOS
"","I have a 2022 Rav4 and the app doesn't offer much, nor does it connect reliably. That sums up my total experience with my new Toyota so far. Toyota has sadly become a company that rested on its laurels and is now a cheap parody of its former good name that's just trying to make money. Looks like I'll go back to Honda or Nissan.","1.00",TOYOTA,ANDROID
Keep that subscription money.,"Honestly, I could have invested that 85 towards something more substantial. Fail to start my vehicle numerous of times and the app is very basic! I honestly don’t know why I paid 85 for a subscription, subscription or not you get the same old basic stuff 😂😂😂 I’m highly disappointed I feel robbed.","1.00",LEXUS,IOS
Terrible subscription features,I happily fork over 30K for a new Camry and Toyota want 100s per year additionally in subscription fees. Takes an awesome product and leaves a bad taste in my mouth.,"1.00",TOYOTA,IOS
"","Works well; can perform basically all useful tasks I would want to remotely on my bZ4X: charging state and schedule, climate control and schedule, tire pressure, door and window state, locking and unlocking, finding your parked car or in a crowded lot. It's all there. I have a Pixel Watch and it works well, too. Assigning additional drivers is not complicated (and is possible). Pairing to a vehicle requires some additional security steps, which seem well-implemented and I appreciate.","5.00",TOYOTA,ANDROID
"",it is not working,"1.00",TOYOTA,ANDROID
"",Says invalid vin. I know my vin number,"1.00",TOYOTA,ANDROID
"","Horrendous: * No way for husband and wife to have app access at the same time, requires scanning a QR to switch who has access. * Vehicle turns off after opening doors with remote stop. * Map doesn't show anything other than a dot where the vehicle is, unless you click on it and load Google maps in another app. I'm embarrassed for Japan seeing this horrendously low grade tech come out of the honorable country.","1.00",TOYOTA,ANDROID
"","It was good at first, but now I can't even connect to any of the charging stations, it just keeps on loading. Anyone has that issue as well?","1.00",LEXUS,ANDROID
Toyota charges money for this?,"This app is a piece of garbage.
* Remote start won’t work if the doors are unlocked or open.
* Remote start will only stay started for ten minutes, and this is not configurable.
* If I turn the vehicle on via remote start and then unlock the car… it turns off. I can’t think of any situation ever where I’d want this behavior.
* I can’t allow my wife’s account to operate remote start without disabling it for my own account. Instead she has to login to my account.
The only reason this app even gets a second star is because I can actually remote start it (most of the time) on a hot Alabama summer day to let the car cool off. Oh, and it notifies me when the doors are unlocked. Sometimes.
This is not up to the standards of Toyota. And as a software engineer myself, it’s not up to the lowest standards of cheap apps, either.","2.00",TOYOTA,IOS
Terrible app,"The app is so delay and unresponsive to certain button commands in the app. Does not provide accurate miles listed on car and won’t ever respond to button commands such as unlocking the car without a key. Very poor interface especially for an app that’s paired up and require for use of an luxury brand and vehicle, needs improving.","1.00",LEXUS,IOS
Will Toyota ever try to improve??,Why isn’t the last time the location of the car shown anymore? The map function is useless if I don’t know how long ago it was parked there. Also why hide it? Why can’t you customize what information is important to you? I don’t need a dealership location button taking up half the screen. The location of my vehicle should be on the main page like it used to be. Why does Toyota ignore customer feedback? The reviews on the App Store all talk about how frustrating the app is and yet there seems to be zero effort to improve.,"1.00",TOYOTA,IOS
